"","ORISPL","Facility","Net Power Output 2018 (GWh)","Primary Fuel Category","Announced Retirment Year","Weighted Sum Model Score (Prioritization Rank)","Emissions Health Costs (Millions) [Percentile]","Hazardous Air Pollutant Hazard (Billions) [Percentile]","Carbon Dioxide Emissions (Megatons) [Percentile]","Vulnerable Population within 5km (total) [Percentile]","Vulnerable Population within 10km (total) [Percentile]","Vulnerable Population within 50km (total) [Percentile]"
"1875","56131","Valenite, Oconee, SC",0,"Oil",NA,"60.9 (1875)","$0 [11]","NA [NA]","0 [10]","1,056 [29]","7,181 [45]","134,662 [46]"
"1876","2011","Sleepy Eye, Brown, MN",0,"Oil",NA,"60.7 (1876)","$0.1 [22]","0 [6]","0 [17]","791 [24]","925 [13]","13,823 [9]"
"1877","57886","City West Diesel Plant, Union, SC",0,"Oil",NA,"60.7 (1877)","$0 [5]","NA [NA]","0 [4]","4,827 [55]","7,921 [46]","162,858 [51]"
"1878","7247","Watertown Power Plant, Codington, SD",0.1,"Oil",NA,"60.4 (1878)","$0 [13]","NA [NA]","0 [17]","3,563 [50]","4,454 [37]","7,055 [4]"
"1879","55953","Pretlow, Southampton, VA",0,"Oil",NA,"60.2 (1879)","$0 [10]","NA [NA]","0 [8]","3,403 [50]","6,389 [43]","85,943 [35]"
"1880","7976","Mulvane 2, Sedgwick, KS",0,"Oil",NA,"60.1 (1880)","$0 [10]","NA [NA]","0 [9]","1,154 [30]","5,155 [40]","188,818 [54]"
"1881","2783","Buxton, Dare, NC",0.2,"Oil",NA,"60 (1881)","$0.1 [23]","NA [NA]","0 [24]","895 [26]","895 [13]","1,395 [0]"
"1882","8009","Auburn State Street, Cayuga, NY",0,"Gas",NA,"60 (1882)","$0 [1]","NA [NA]","0 [4]","8,427 [64]","9,695 [49]","188,355 [54]"
"1883","7575","Bowling Green, Wood, OH",0,"Oil",NA,"59.6 (1883)","$0 [1]","NA [NA]","0 [0]","10,555 [67]","11,490 [51]","234,646 [58]"
"1884","58125","Quay County, Quay, NM",0.2,"Oil","2034","59.5 (1884)","$0 [9]","NA [NA]","0 [21]","3,702 [51]","3,702 [34]","4,530 [3]"
"1885","54967","Alliant SBD 9302 Aegon NP, Linn, IA",0,"Oil",NA,"59.5 (1885)","$0 [2]","NA [NA]","0 [1]","10,003 [66]","33,029 [68]","88,688 [37]"
"1886","937","Carmi, White, IL",0.2,"Oil",NA,"59.2 (1886)","$0 [21]","NA [NA]","0 [18]","1,179 [31]","1,243 [17]","23,611 [14]"
"1887","2226","Canaday, Gosper, NE",0.7,"Gas",NA,"59.2 (1887)","$0 [9]","0 [10]","0 [26]","NA [NA]","3,922 [35]","13,542 [8]"
"1888","6741","Rock Lake Station, Pine, MN",0.2,"Oil",NA,"58.9 (1888)","$0 [18]","NA [NA]","0 [22]","491 [16]","2,080 [25]","24,335 [15]"
"1889","62162","4710 Hosting, Olmsted, MN",0,"Oil",NA,"58.7 (1889)","$0 [6]","NA [NA]","0 [3]","10,361 [67]","22,676 [61]","42,527 [21]"
"1890","56073","Alliant SBG 9802 Toyota, Linn, IA",0,"Gas",NA,"58.4 (1890)","$0 [2]","NA [NA]","0 [1]","7,430 [62]","31,240 [67]","88,873 [37]"
"1891","7580","Wadsworth, Medina, OH",0,"Oil",NA,"58.2 (1891)","$0 [2]","NA [NA]","0 [1]","3,655 [51]","7,219 [45]","459,631 [71]"
"1892","1203","Winterset, Madison, IA",0.1,"Oil",NA,"58.2 (1892)","$0 [13]","NA [NA]","0 [14]","1,184 [31]","1,468 [20]","118,111 [43]"
"1893","7982","South Generation, Redwood, MN",0.2,"Oil",NA,"58 (1893)","$0 [22]","NA [NA]","0 [17]","1,375 [33]","1,375 [18]","10,365 [6]"
"1894","7858","MEPI GT Facility, Massac, IL",2.6,"Gas","2025","57.9 (1894)","$0 [15]","NA [NA]","0 [30]","284 [8]","621 [9]","42,769 [22]"
"1895","2310","Wahoo, Saunders, NE",0.1,"Gas",NA,"57.7 (1895)","$0 [14]","NA [NA]","0 [14]","763 [23]","1,050 [14]","151,499 [49]"
"1896","6229","Mobile, York, NE",0.1,"Oil",NA,"57.4 (1896)","$0 [19]","NA [NA]","0 [17]","1,675 [37]","1,798 [23]","9,993 [6]"
"1897","1330","Wellington 1, Sumner, KS",0.1,"Gas",NA,"57.4 (1897)","$0 [2]","0 [4]","0 [15]","1,963 [40]","2,152 [25]","128,708 [45]"
"1898","7408","Payson, Utah, UT",0,"Gas",NA,"57.3 (1898)","$0 [1]","NA [NA]","0 [4]","4,827 [55]","14,246 [54]","145,003 [48]"
"1899","6092","Spirit Mound, Clay, SD",0.8,"Oil",NA,"57.2 (1899)","$0.1 [28]","NA [NA]","0 [27]","NA [NA]","119 [0]","13,676 [9]"
"1900","7850","Shenandoah, Page, IA",0.2,"Oil",NA,"57.1 (1900)","$0 [20]","NA [NA]","0 [17]","1,306 [32]","1,513 [20]","13,878 [9]"
"1901","949","Marshall (IL), Clark, IL",0.1,"Oil",NA,"56.9 (1901)","$0 [19]","NA [NA]","0 [15]","745 [23]","1,242 [17]","59,996 [28]"
"1902","56100","St. Charles Power Plant, Winona, MN",0.1,"Oil",NA,"56.9 (1902)","$0 [19]","0 [5]","0 [14]","558 [18]","1,071 [15]","46,951 [24]"
"1903","7758","South Plant, Bremer, IA",0.1,"Oil",NA,"56.5 (1903)","$0 [16]","NA [NA]","0 [12]","1,544 [36]","2,004 [24]","47,809 [24]"
"1904","1317","Pratt, Pratt, KS",0.3,"Gas",NA,"56.4 (1904)","$0 [4]","0 [10]","0 [21]","1,735 [37]","1,735 [22]","5,025 [4]"
"1905","2231","Crete, Saline, NE",0.1,"Gas",NA,"56 (1905)","$0 [6]","NA [NA]","0 [10]","3,497 [50]","3,700 [34]","84,576 [35]"
"1906","58254","Chatham, Kent, MI",0.1,"Gas",NA,"55.5 (1906)","$0 [4]","NA [NA]","0 [11]","1,068 [29]","3,339 [33]","241,949 [59]"
"1907","1958","Alexandria, Douglas, MN",0.1,"Oil",NA,"55.3 (1907)","$0 [14]","NA [NA]","0 [12]","2,853 [46]","3,296 [33]","14,480 [9]"
"1908","56600","Overall Road Station, St Francois, MO",0,"Oil",NA,"55.2 (1908)","$0 [10]","NA [NA]","0 [9]","3,083 [48]","6,329 [43]","38,089 [20]"
"1909","3352","Lake Preston, Kingsbury, SD",0.5,"Oil",NA,"55.1 (1909)","$0.1 [27]","NA [NA]","0 [26]","NA [NA]","NA [NA]","11,009 [6]"
"1910","1037","Peru (IN), Miami, IN",0,"Oil",NA,"54.2 (1910)","$0 [8]","NA [NA]","0 [5]","3,930 [52]","5,212 [40]","76,362 [33]"
"1911","2176","Glendive Generating Station, Dawson, MT",0.9,"Gas",NA,"54.2 (1911)","$0 [8]","0 [7]","0 [28]","411 [14]","1,566 [20]","1,926 [1]"
"1912","2013","Spring Valley, Fillmore, MN",0.1,"Oil",NA,"54 (1912)","$0 [17]","0 [9]","0 [12]","414 [14]","556 [8]","46,754 [24]"
"1913","56597","Elm Street Substation Generators, St Francois, MO",0,"Oil",NA,"53.7 (1913)","$0 [8]","NA [NA]","0 [7]","4,141 [53]","5,368 [41]","41,384 [21]"
"1914","957","Princeton (IL), Bureau, IL",0.3,"Gas",NA,"53.7 (1914)","$0 [11]","NA [NA]","0 [17]","1,420 [34]","1,878 [24]","33,334 [18]"
"1915","58130","Blue Mountain Biogas, Beaver, UT",1.4,"Other",NA,"53.3 (1915)","$0.1 [25]","NA [NA]","0 [28]","NA [NA]","NA [NA]","2,203 [1]"
"1916","7447","Pratt 2, Pratt, KS",0.5,"Gas",NA,"53.1 (1916)","$0 [11]","NA [NA]","0 [21]","1,735 [37]","1,735 [22]","5,025 [4]"
"1917","2115","Butler Municipal Power Plant, Bates, MO",0.1,"Oil",NA,"52.8 (1917)","$0 [16]","0 [2]","0 [14]","1,397 [34]","1,397 [19]","17,418 [11]"
"1918","54712","Alliant SBD 9201 Norplex, Allamakee, IA",0.1,"Oil",NA,"52.5 (1918)","$0 [20]","NA [NA]","0 [17]","536 [17]","1,565 [20]","13,201 [8]"
"1919","56074","Alliant SBD 9901 Wells Fargo, Linn, IA",0,"Oil",NA,"52.1 (1919)","$0 [1]","NA [NA]","0 [1]","4,510 [55]","22,679 [61]","89,778 [37]"
"1920","1996","Moose Lake, Carlton, MN",0.1,"Oil",NA,"52 (1920)","$0 [17]","NA [NA]","0 [14]","1,370 [33]","1,705 [22]","14,148 [9]"
"1921","54594","University of Arizona - Biosphere 2, Pinal, AZ",0,"Gas",NA,"51.9 (1921)","$0 [5]","NA [NA]","0 [9]","757 [23]","2,229 [26]","344,268 [64]"
"1922","56266","WPPI Hartford DG, Washington, WI",0,"Oil",NA,"51.6 (1922)","$0 [5]","NA [NA]","0 [2]","1,686 [37]","3,061 [31]","343,586 [64]"
"1923","7766","Erie Energy Center, Neosho, KS",0.4,"Oil",NA,"51.4 (1923)","$0.1 [24]","NA [NA]","0 [22]","133 [3]","182 [1]","18,729 [12]"
"1924","7849","Knoxville Industrial, Marion, IA",0.1,"Oil",NA,"51.2 (1924)","$0 [16]","NA [NA]","0 [12]","1,309 [32]","1,736 [22]","30,910 [17]"
"1925","6238","Pearl Station, Pike, IL",0.2,"Oil",NA,"51.1 (1925)","$0 [22]","NA [NA]","0 [23]","NA [NA]","361 [4]","22,020 [14]"
"1926","7283","Paragould Turbine, Greene, AR",0,"Gas",NA,"51 (1926)","$0 [1]","NA [NA]","0 [9]","3,188 [48]","7,189 [45]","64,002 [29]"
"1927","54718","Alliant SBD 9206 Donaldson, Howard, IA",0,"Oil",NA,"51 (1927)","$0 [4]","0.7 [30]","0 [2]","813 [24]","895 [13]","10,477 [6]"
"1928","1165","Montezuma, Poweshiek, IA",0.2,"Gas",NA,"50.6 (1928)","$0 [22]","NA [NA]","0 [18]","384 [13]","390 [5]","22,787 [14]"
"1929","1852","St Louis, Gratiot, MI",0,"Oil",NA,"49.5 (1929)","$0 [5]","NA [NA]","0 [2]","3,384 [49]","6,378 [43]","82,755 [34]"
"1930","54515","Crotched Mountain Rehabilitation Center, Hillsborough, NH",0.1,"Oil",NA,"49.2 (1930)","$0 [17]","NA [NA]","0 [10]","268 [8]","841 [12]","141,142 [47]"
"1931","7935","Trenton South, Grundy, MO",0.1,"Oil",NA,"49.2 (1931)","$0 [14]","NA [NA]","0 [13]","1,560 [36]","1,933 [24]","12,653 [7]"
"1932","1187","State Center, Marshall, IA",0.1,"Oil",NA,"49 (1932)","$0 [19]","NA [NA]","0 [17]","228 [6]","395 [5]","59,116 [28]"
"1933","2881","Stryker, Williams, OH",0,"Oil",NA,"49 (1933)","$0 [12]","NA [NA]","0 [14]","581 [19]","2,330 [27]","45,261 [23]"
"1934","7780","Jackson Cntr Peaking, Shelby, OH",0.1,"Oil",NA,"48.9 (1934)","$0 [18]","NA [NA]","0 [13]","255 [7]","863 [12]","80,892 [34]"
"1935","2020","Wells IC, Faribault, MN",0.2,"Oil",NA,"48.4 (1935)","$0 [16]","NA [NA]","0 [17]","617 [20]","704 [10]","22,422 [14]"
"1936","4112","Cumberland (WI), Barron, WI",0.1,"Oil",NA,"48.4 (1936)","$0 [19]","NA [NA]","0 [16]","383 [13]","1,015 [14]","21,022 [13]"
"1937","2142","Malden, Dunklin, MO",0,"Oil",NA,"48.3 (1937)","$0 [8]","0 [1]","0 [8]","1,920 [39]","3,148 [32]","44,808 [23]"
"1938","1970","Detroit Lakes, Becker, MN",0,"Oil",NA,"48.3 (1938)","$0 [8]","NA [NA]","0 [13]","2,307 [42]","2,940 [31]","13,009 [8]"
"1939","2215","Auburn, Nemaha, NE",0.2,"Gas",NA,"48 (1939)","$0 [14]","0 [6]","0 [18]","570 [18]","570 [8]","9,929 [6]"
"1940","6567","Block Island, Washington, RI",0,"Oil",NA,"48 (1940)","$0 [19]","0 [7]","0 [12]","138 [3]","138 [1]","58,670 [28]"
"1941","6390","Tangier, Accomack, VA",0.2,"Oil",NA,"47.8 (1941)","$0.1 [23]","NA [NA]","0 [18]","109 [2]","109 [0]","34,467 [18]"
"1942","698","Trenton North, Grundy, MO",0.1,"Oil",NA,"47.6 (1942)","$0 [14]","NA [NA]","0 [12]","1,449 [34]","1,933 [24]","13,010 [8]"
"1943","1120","Algona, Kossuth, IA",0.1,"Oil",NA,"47.5 (1943)","$0 [18]","NA [NA]","0 [15]","814 [25]","910 [13]","8,057 [5]"
"1944","935","Bushnell, McDonough, IL",0.1,"Oil",NA,"47.3 (1944)","$0 [16]","0 [2]","0 [12]","666 [21]","834 [12]","37,002 [19]"
"1945","2023","Windom, Cottonwood, MN",0.1,"Oil",NA,"47.2 (1945)","$0 [14]","NA [NA]","0 [15]","1,013 [28]","1,137 [15]","16,885 [11]"
"1946","1262","Baldwin City Plant No 1, Douglas, KS",0,"Oil",NA,"47.2 (1946)","$0 [8]","NA [NA]","0 [9]","830 [25]","1,047 [14]","155,337 [49]"
"1947","1314","Osawatomie City of, Miami, KS",0,"Oil",NA,"47.1 (1947)","$0 [11]","NA [NA]","0 [9]","1,027 [28]","1,699 [22]","67,894 [31]"
"1948","56598","Walton Street Substation, St Francois, MO",0,"Oil",NA,"47.1 (1948)","$0 [4]","NA [NA]","0 [3]","5,012 [56]","6,531 [43]","41,404 [21]"
"1949","1191","Sumner, Bremer, IA",0.1,"Oil","2021","46.1 (1949)","$0 [19]","NA [NA]","0 [15]","297 [9]","432 [6]","46,176 [23]"
"1950","1156","La Porte, Black Hawk, IA",0.1,"Oil",NA,"46 (1950)","$0 [17]","NA [NA]","0 [13]","326 [10]","860 [12]","47,570 [24]"
"1951","4148","Washington Island, Door, WI",0.2,"Oil",NA,"46 (1951)","$0.1 [24]","NA [NA]","0 [20]","93 [1]","93 [0]","6,968 [4]"
"1952","1929","St James, Watonwan, MN",0.1,"Oil",NA,"45.8 (1952)","$0 [12]","NA [NA]","0 [10]","1,767 [38]","1,819 [23]","15,904 [10]"
"1953","2177","Miles City GT, Custer, MT",0.2,"Gas",NA,"45.2 (1953)","$0 [3]","NA [NA]","0 [21]","1,802 [38]","1,802 [23]","2,246 [1]"
"1954","6391","Smith Island, Somerset, MD",0.1,"Oil",NA,"44.6 (1954)","$0 [21]","NA [NA]","0 [15]","160 [3]","160 [1]","43,812 [22]"
"1955","1145","Grundy Center City Light Plant, Grundy, IA",0.1,"Oil",NA,"44.4 (1955)","$0 [17]","NA [NA]","0 [13]","271 [8]","490 [6]","57,109 [27]"
"1956","1964","Benson City of, Swift, MN",0.1,"Oil",NA,"44.3 (1956)","$0 [16]","NA [NA]","0 [13]","708 [22]","905 [13]","15,084 [10]"
"1957","1994","Melrose, Stearns, MN",0.1,"Oil",NA,"44.3 (1957)","$0 [16]","NA [NA]","0 [12]","325 [10]","1,476 [20]","30,931 [17]"
"1958","1230","Cimarron River, Seward, KS",0.6,"Gas",NA,"44 (1958)","$0 [4]","0 [8]","0 [24]","NA [NA]","892 [13]","17,035 [11]"
"1959","59614","Monterey Diesel Generation Facility, Highland, VA",0.3,"Oil",NA,"43.9 (1959)","$0 [22]","NA [NA]","0 [19]","101 [1]","241 [2]","7,728 [5]"
"1960","2986","Kingfisher, Kingfisher, OK",0,"Gas",NA,"43.7 (1960)","$0 [1]","NA [NA]","0 [8]","1,335 [33]","1,808 [23]","152,457 [49]"
"1961","940","Fairfield, Wayne, IL",0,"Oil",NA,"43 (1961)","$0 [9]","0 [4]","0 [7]","1,381 [34]","1,703 [22]","22,182 [14]"
"1962","3305","Rocky River (SC), Anderson, SC",0.1,"Oil",NA,"42.9 (1962)","$0 [11]","NA [NA]","0 [11]","NA [NA]","1,459 [19]","120,814 [44]"
"1963","7505","Fergus Control Ctr, Otter Tail, MN",0,"Oil",NA,"42.8 (1963)","$0 [7]","0 [4]","0 [6]","2,168 [41]","2,765 [30]","11,223 [6]"
"1964","7990","Altamont, Effingham, IL",0.1,"Oil",NA,"42.8 (1964)","$0 [15]","NA [NA]","0 [12]","540 [18]","974 [14]","22,094 [14]"
"1965","56116","IMEA Flora, Clay, IL",0,"Oil",NA,"42.5 (1965)","$0 [13]","NA [NA]","0 [11]","1,033 [28]","1,331 [18]","18,661 [12]"
"1966","2308","Tecumseh, Johnson, NE",0.1,"Oil",NA,"42.5 (1966)","$0 [14]","NA [NA]","0 [17]","348 [12]","1,171 [16]","10,945 [6]"
"1967","753","Crisp Plant, Worth, GA",0.1,"Gas",NA,"42.3 (1967)","$0 [4]","NA [NA]","0 [21]","NA [NA]","479 [6]","122,676 [45]"
"1968","8106","Tipton, Cedar, IA",0,"Gas",NA,"42.2 (1968)","$0 [13]","NA [NA]","0 [10]","476 [16]","523 [7]","85,401 [35]"
"1969","1453","New Roads, Pointe Coupee, LA",0,"Gas",NA,"42.2 (1969)","$0 [0]","NA [NA]","0 [1]","1,106 [29]","3,851 [35]","246,281 [59]"
"1970","7719","Meridian, Lauderdale, MS",0,"Oil",NA,"42.1 (1970)","$0 [10]","0 [2]","0 [12]","441 [15]","934 [13]","60,160 [28]"
"1971","1164","Milford, Dickinson, IA",0.1,"Oil",NA,"42 (1971)","$0 [12]","NA [NA]","0 [11]","938 [27]","1,420 [19]","18,323 [11]"
"1972","7831","Beaver Island, Charlevoix, MI",0.1,"Oil",NA,"41.9 (1972)","$0.1 [22]","NA [NA]","0 [19]","NA [NA]","NA [NA]","1,542 [1]"
"1973","2528","Harris Lake, Essex, NY",0.2,"Oil",NA,"41.7 (1973)","$0 [22]","NA [NA]","0 [18]","NA [NA]","NA [NA]","6,460 [4]"
"1974","52127","Elk Basin Gasoline Plant, Park, WY",10.8,"Other Fossil",NA,"41.7 (1973)","$0.1 [28]","NA [NA]","0 [13]","NA [NA]","NA [NA]","4,311 [3]"
"1975","50230","Robbins Lumber, Waldo, ME",0.1,"Oil",NA,"41.6 (1974)","$0 [16]","NA [NA]","0 [12]","308 [10]","841 [12]","41,869 [21]"
"1976","1155","Lamoni Municipal Utilities, Decatur, IA",0.1,"Oil",NA,"41.5 (1975)","$0 [15]","NA [NA]","0 [13]","862 [26]","862 [12]","8,862 [5]"
"1977","1319","Russell Downtown, Russell, KS",0.1,"Gas",NA,"41.3 (1976)","$0 [12]","0 [1]","0 [15]","692 [22]","1,008 [14]","9,470 [5]"
"1978","2294","Ord, Valley, NE",0.2,"Oil",NA,"41.2 (1977)","$0 [17]","NA [NA]","0 [16]","330 [11]","733 [10]","2,728 [1]"
"1979","2995","Pawhuska, Osage, OK",0,"Oil",NA,"40.9 (1978)","$0 [7]","NA [NA]","0 [7]","2,118 [41]","2,118 [25]","29,809 [17]"
"1980","2313","West Point Municipal, Cuming, NE",0,"Gas",NA,"40.5 (1979)","$0 [4]","NA [NA]","0 [19]","979 [27]","1,100 [15]","16,367 [10]"
"1981","1127","Bloomfield, Davis, IA",0.1,"Gas",NA,"40.5 (1980)","$0 [17]","NA [NA]","0 [16]","181 [4]","535 [7]","19,489 [12]"
"1982","56053","Casey City of, Clark, IL",0,"Oil",NA,"40.4 (1981)","$0 [10]","0 [2]","0 [8]","931 [27]","1,229 [17]","32,311 [17]"
"1983","1157","Laurens, Pocahontas, IA",0.1,"Oil",NA,"40.4 (1982)","$0 [17]","NA [NA]","0 [14]","403 [14]","403 [5]","15,279 [10]"
"1984","56148","Ft. Pierre, Stanley, SD",0,"Oil",NA,"40.3 (1983)","$0 [6]","NA [NA]","0 [7]","2,542 [45]","3,366 [33]","4,260 [3]"
"1985","1990","Luverne, Rock, MN",0,"Oil",NA,"39.8 (1984)","$0 [7]","0 [4]","0 [6]","891 [26]","1,024 [14]","51,727 [26]"
"1986","1258","Anthony, Harper, KS",0.2,"Gas",NA,"39.8 (1985)","$0 [12]","NA [NA]","0 [18]","563 [18]","750 [10]","3,668 [2]"
"1987","1154","Lake Mills, Winnebago, IA",0.1,"Oil",NA,"39.7 (1986)","$0 [16]","NA [NA]","0 [12]","364 [12]","620 [9]","21,879 [14]"
"1988","1286","Hoisington, Barton, KS",0.1,"Gas",NA,"39.6 (1987)","$0 [10]","0 [1]","0 [14]","789 [24]","789 [11]","11,344 [7]"
"1989","1266","Burlington (KS), Coffey, KS",0.1,"Gas",NA,"39.6 (1988)","$0 [13]","NA [NA]","0 [14]","565 [18]","565 [8]","19,140 [12]"
"1990","1202","Wilton, Muscatine, IA",0,"Oil",NA,"39.6 (1989)","$0 [10]","NA [NA]","0 [7]","330 [10]","803 [11]","129,189 [45]"
"1991","1124","Atlantic, Cass, IA",0.1,"Gas",NA,"39.5 (1990)","$0 [4]","NA [NA]","0 [16]","1,235 [31]","1,622 [21]","9,318 [5]"
"1992","2945","Anadarko, Monroe, OH",0,"Oil",NA,"39.3 (1991)","$0 [10]","NA [NA]","0 [7]","753 [23]","1,332 [18]","47,918 [24]"
"1993","2299","Red Cloud, Webster, NE",0.1,"Oil",NA,"39.2 (1992)","$0 [15]","NA [NA]","0 [15]","525 [17]","525 [7]","3,787 [3]"
"1994","2222","Burwell, Garfield, NE",0.2,"Oil",NA,"39.2 (1993)","$0 [18]","NA [NA]","0 [18]","258 [7]","258 [2]","1,811 [1]"
"1995","2014","Thief River Falls, Pennington, MN",0,"Oil",NA,"39.2 (1994)","$0 [7]","0 [5]","0 [5]","1,972 [40]","1,972 [24]","6,309 [4]"
"1996","6220","Durant, Cedar, IA",0,"Oil",NA,"38.7 (1995)","$0 [12]","NA [NA]","0 [8]","181 [5]","681 [9]","108,624 [41]"
"1997","7584","Panora, GUTHRIE, IA",0.1,"Oil",NA,"38.7 (1996)","$0 [16]","NA [NA]","0 [13]","327 [10]","327 [4]","21,966 [14]"
"1998","1967","Blue Earth, Faribault, MN",0,"Oil",NA,"38.6 (1997)","$0 [12]","0 [5]","0 [9]","639 [20]","789 [11]","9,992 [6]"
"1999","1976","Grand Marais, Cook, MN",0.2,"Oil",NA,"38.5 (1998)","$0 [20]","NA [NA]","0 [17]","136 [3]","303 [4]","1,010 [0]"
"2000","1158","Lenox, Taylor, IA",0.1,"Oil",NA,"38.5 (1999)","$0 [15]","NA [NA]","0 [13]","501 [17]","718 [10]","9,076 [5]"
"2001","7853","West Receiving, Crawford, IA",0,"Oil",NA,"38.4 (2000)","$0 [3]","NA [NA]","0 [2]","4,441 [54]","4,441 [37]","13,423 [8]"
"2002","1846","Newberry, Luce, MI",0,"Oil",NA,"38.4 (2001)","$0 [11]","NA [NA]","0 [11]","836 [25]","1,691 [22]","3,277 [2]"
"2003","511","Trinidad (CO), Las Animas, CO",0,"Gas",NA,"37.4 (2002)","$0 [2]","0 [2]","0 [6]","2,673 [46]","3,124 [32]","9,514 [5]"
"2004","1307","Minneapolis City of, Ottawa, KS",0.3,"Gas",NA,"37.2 (2003)","$0 [13]","NA [NA]","0 [16]","274 [8]","274 [3]","19,269 [12]"
"2005","7011","Hugoton 2, Stevens, KS",0.1,"Oil",NA,"37.1 (2004)","$0 [5]","0 [1]","0 [9]","1,589 [36]","1,589 [21]","19,703 [12]"
"2006","2902","Arcanum, Darke, OH",0,"Oil",NA,"36.9 (2005)","$0 [4]","NA [NA]","0 [2]","583 [19]","1,196 [16]","247,137 [59]"
"2007","7814","Webb Forging, Union, SC",0,"Oil",NA,"36.7 (2006)","$0 [9]","NA [NA]","0 [9]","472 [16]","472 [6]","74,671 [33]"
"2008","7578","Napoleon, Henry, OH",0,"Oil",NA,"36.6 (2007)","$0 [0]","NA [NA]","0 [0]","1,639 [36]","2,766 [30]","117,184 [43]"
"2009","1874","Caro, Tuscola, MI",0,"Oil",NA,"36.5 (2008)","$0 [6]","NA [NA]","0 [3]","679 [21]","2,438 [28]","83,174 [34]"
"2010","1137","Estherville, Emmet, IA",0,"Gas",NA,"36.3 (2009)","$0 [8]","NA [NA]","0 [6]","1,669 [36]","1,752 [22]","14,062 [9]"
"2011","1184","Sibley One, Osceola, IA",0.1,"Gas",NA,"35.9 (2010)","$0 [7]","NA [NA]","0 [15]","698 [22]","698 [10]","17,442 [11]"
"2012","7577","Jackson (OH), Jackson, OH",0,"Oil",NA,"35.7 (2011)","$0 [0]","NA [NA]","0 [0]","2,153 [41]","3,804 [35]","66,404 [30]"
"2013","54863","Bassett Medical Center, Otsego, NY",0,"Oil",NA,"35.6 (2012)","$0 [10]","NA [NA]","0 [9]","375 [13]","1,271 [17]","43,764 [22]"
"2014","6579","Johnson, Stanton, KS",0.1,"Oil",NA,"35.5 (2013)","$0 [8]","0 [1]","0 [14]","803 [24]","803 [11]","5,036 [4]"
"2015","2248","Kimball, Kimball, NE",0.1,"Oil",NA,"35.4 (2014)","$0 [9]","NA [NA]","0 [14]","735 [23]","944 [13]","1,915 [1]"
"2016","1300","Lincoln, Lincoln, KS",0.1,"Oil",NA,"35.1 (2015)","$0 [15]","NA [NA]","0 [16]","267 [8]","267 [3]","4,162 [3]"
"2017","2004","Preston (MN), Fillmore, MN",0.1,"Gas",NA,"35 (2016)","$0 [16]","NA [NA]","0 [13]","134 [3]","263 [3]","23,824 [14]"
"2018","7856","North, Adair, IA",0.1,"Oil",NA,"34.8 (2017)","$0 [15]","NA [NA]","0 [13]","277 [8]","414 [5]","11,869 [7]"
"2019","7847","Coon Rapids II, Carroll, IA",0.1,"Oil",NA,"34.8 (2018)","$0 [15]","NA [NA]","0 [13]","321 [10]","365 [4]","12,253 [7]"
"2020","1169","Ogden, Boone, IA",0,"Oil",NA,"34.4 (2019)","$0 [11]","NA [NA]","0 [9]","361 [12]","361 [4]","49,839 [25]"
"2021","56117","Flora Site A, Clay, IL",0,"Oil",NA,"34.3 (2020)","$0 [9]","NA [NA]","0 [7]","1,033 [28]","1,331 [18]","18,375 [11]"
"2022","1326","Sterling, Rice, KS",0.1,"Oil",NA,"34.3 (2021)","$0 [7]","NA [NA]","0 [12]","695 [22]","695 [10]","21,382 [13]"
"2023","1998","Mountain Lake, Cottonwood, MN",0,"Oil",NA,"34 (2022)","$0 [12]","NA [NA]","0 [10]","472 [16]","902 [13]","11,878 [7]"
"2024","1263","Belleville, Republic, KS",0.1,"Oil",NA,"34 (2023)","$0 [12]","NA [NA]","0 [15]","412 [14]","412 [5]","4,973 [4]"
"2025","1225","Colby, Thomas, KS",0.1,"Gas",NA,"33.4 (2024)","$0 [3]","0 [2]","0 [19]","337 [11]","1,081 [15]","2,471 [1]"
"2026","1983","Kenyon Municipal, Goodhue, MN",0,"Oil",NA,"33.3 (2025)","$0 [9]","0 [3]","0 [5]","340 [11]","639 [9]","61,831 [29]"
"2027","1192","Traer Main, Tama, IA",0,"Oil",NA,"33.1 (2026)","$0 [9]","NA [NA]","0 [12]","215 [5]","371 [5]","55,504 [27]"
"2028","59194","Portable Generator 2, Williams, ND",0,"Oil",NA,"33.1 (2027)","$0 [0]","NA [NA]","0 [1]","4,066 [53]","4,920 [38]","7,170 [4]"
"2029","59195","Portable Generator 3, Williams, ND",0,"Oil",NA,"33.1 (2027)","$0 [0]","NA [NA]","0 [1]","4,066 [53]","4,920 [38]","7,170 [4]"
"2030","1982","Janesville, Waseca, MN",0,"Oil",NA,"32.9 (2028)","$0 [6]","0 [5]","0 [4]","424 [15]","871 [12]","47,040 [24]"
"2031","56245","Stevens Community Medical Center, Stevens, MN",0,"Oil",NA,"32.8 (2029)","$0 [8]","NA [NA]","0 [7]","1,270 [32]","1,270 [17]","6,511 [4]"
"2032","60750","Osawatomie Power Plant South Sub, Miami, KS",0,"Oil",NA,"32.6 (2030)","$0 [4]","NA [NA]","0 [3]","1,027 [28]","1,493 [20]","66,867 [30]"
"2033","56242","Kindred School, Cass, ND",0.1,"Oil",NA,"32.5 (2031)","$0 [13]","NA [NA]","0 [11]","91 [1]","112 [0]","47,280 [24]"
